frequency,avgNoisy,avgData,postFiltering
2009.0,80.88934,0.11633282,0.11605755
2010.0,82.467545,0.11900778,0.11819959
2011.0,82.03775,0.11892459,0.11651776
2012.0,82.8212,0.11796167,0.118560255
2013.0,83.49093,0.11550474,0.118815206
2014.0,82.51019,0.11245341,0.11309281
2015.0,83.75128,0.11154131,0.1123905
2016.0,81.38226,0.11216689,0.103000864
2017.0,82.928566,0.111867234,0.11332723
2018.0,80.71079,0.1117439,0.10649596
2019.0,80.771355,0.11031333,0.108171746
2020.0,81.269394,0.108275205,0.103419356
2021.0,81.0298,0.10599119,0.10318301
2022.0,82.671844,0.10546348,0.1041222
2023.0,82.77579,0.10817158,0.10570992
2024.0,83.16551,0.112343304,0.105512716
2025.0,81.07907,0.115149654,0.11505155
2026.0,82.54112,0.113393225,0.11746661
2027.0,82.13504,0.11159427,0.10692109
2028.0,82.25745,0.11424011,0.11054839
2029.0,81.94757,0.11485513,0.10759706
2030.0,83.7717,0.11313662,0.1121265
2031.0,81.433655,0.10971421,0.11002775
2032.0,82.43416,0.10807727,0.108189516
2033.0,81.69916,0.111123495,0.113716446
2034.0,81.98122,0.11609471,0.11326
2035.0,81.12627,0.119220376,0.11443539
2036.0,81.114624,0.11760537,0.115193985
2037.0,79.82762,0.11638926,0.11651826
2038.0,79.90053,0.11867969,0.11526536
2039.0,82.06817,0.12034615,0.116671875
2040.0,80.97046,0.11938419,0.1175797
2041.0,80.6194,0.11760013,0.114738815
2042.0,80.42557,0.11674985,0.112714306
2043.0,80.86252,0.11790155,0.115232535
2044.0,83.845276,0.12006638,0.11963071
2045.0,83.54378,0.12051301,0.11838423
2046.0,83.48797,0.11985471,0.12614372
2047.0,82.33618,0.11881689,0.120548
2048.0,81.35565,0.11811918,0.11166168
2049.0,80.71152,0.11919826,0.115356065
2050.0,82.56653,0.11905497,0.12186773
2051.0,78.431625,0.11582494,0.10684351
2052.0,81.19241,0.11278024,0.11087806
2053.0,81.35368,0.11451939,0.11345214
2054.0,82.87304,0.118849404,0.12440755
2055.0,81.20079,0.120965004,0.1282514
2056.0,81.38835,0.121393524,0.11936727
2057.0,79.1026,0.12284302,0.118909694
2058.0,79.71942,0.12382466,0.12056329
2059.0,80.16417,0.12204922,0.111538604
2060.0,80.191246,0.120303355,0.115824975
2061.0,81.22663,0.11808084,0.117761545
2062.0,82.2916,0.11683146,0.11546808
2063.0,81.80911,0.11665172,0.10909272
2064.0,80.24405,0.11553062,0.110274956
2065.0,80.38782,0.11531148,0.11353412
2066.0,81.57781,0.11443054,0.11336012
2067.0,82.22823,0.11509814,0.10938965
2068.0,81.194824,0.116458535,0.11936135
2069.0,81.705,0.11735921,0.1197085
2070.0,81.39484,0.11940039,0.12995338
2071.0,79.28328,0.11943449,0.12118403
2072.0,80.358246,0.11694144,0.115368806
2073.0,80.56445,0.11551714,0.11812239
2074.0,81.42972,0.11457959,0.11683792
2075.0,81.74993,0.11636013,0.11721562
2076.0,81.03865,0.11787894,0.11610302
2077.0,80.294136,0.11741814,0.11237472
2078.0,81.59882,0.115398474,0.111954644
2079.0,81.559845,0.114664614,0.11257453
2080.0,82.92743,0.11379563,0.112867184
2081.0,80.510124,0.11267698,0.11081832
2082.0,80.90253,0.11213936,0.11689769
2083.0,80.865204,0.11174128,0.110751316
2084.0,82.107864,0.1108952,0.110913284
2085.0,80.33938,0.109145194,0.106993616
2086.0,82.59772,0.10770644,0.10425766
2087.0,82.47246,0.110159464,0.112013355
2088.0,80.80394,0.11333681,0.11220576
2089.0,80.44179,0.1164956,0.109008946
2090.0,80.83167,0.11785809,0.11574001
2091.0,79.489975,0.11725864,0.10730942
2092.0,80.975204,0.11903316,0.1172284
2093.0,81.62856,0.121102214,0.12622008
2094.0,79.02614,0.12110154,0.11549735
2095.0,78.63309,0.12113875,0.1120177
2096.0,79.977585,0.11961198,0.114294335
2097.0,78.60481,0.12057818,0.11229291
2098.0,80.699265,0.12221205,0.12136411
2099.0,80.44708,0.12145485,0.11857753
2100.0,78.6568,0.120433666,0.12291162
2101.0,79.79216,0.12080542,0.12118511
2102.0,77.525085,0.11923681,0.110122696
2103.0,80.28955,0.11761033,0.120614745
2104.0,82.05201,0.11597042,0.11763752
2105.0,82.87985,0.11581404,0.12458948
2106.0,79.88304,0.116957225,0.11496707
2107.0,80.27814,0.117108114,0.12310189
2108.0,79.7359,0.11657985,0.11165073
2109.0,79.63032,0.11538739,0.11166544
2110.0,79.36336,0.112971574,0.11359106
2111.0,79.28476,0.10923511,0.10357491
2112.0,79.047874,0.11143402,0.11006332
2113.0,78.77158,0.11415802,0.10724273
2114.0,79.36157,0.112355426,0.10478897
2115.0,82.10974,0.11022988,0.11496246
2116.0,79.7332,0.11248544,0.109538786
2117.0,81.240265,0.11398561,0.11181677
2118.0,79.53702,0.11368247,0.101979494
2119.0,81.25415,0.11178243,0.10886223
2120.0,79.98917,0.112606384,0.111688614
2121.0,80.28387,0.11412004,0.10954935
2122.0,78.33544,0.11555468,0.117396496
2123.0,79.273026,0.11407981,0.11255023
2124.0,78.651215,0.11178795,0.107210256
2125.0,79.10754,0.109071,0.10094611
2126.0,78.99754,0.10625037,0.102268904
2127.0,80.13426,0.10725762,0.1028899
2128.0,78.973015,0.10899598,0.105466776
2129.0,78.94528,0.111045554,0.104000725
2130.0,78.56086,0.111211814,0.10572497
2131.0,79.34308,0.11183537,0.10742509
2132.0,80.287445,0.11332731,0.1096266
2133.0,78.73766,0.113925315,0.107187405
2134.0,77.85037,0.11389814,0.10784683
2135.0,79.71482,0.112645924,0.11322585
2136.0,79.521484,0.1106544,0.10808435
2137.0,79.33738,0.10643679,0.11048984
2138.0,79.422295,0.10793581,0.10212032
2139.0,80.01533,0.111700706,0.109996706
2140.0,81.78664,0.11254942,0.10989384
2141.0,79.60379,0.112507835,0.10896193
2142.0,79.01454,0.110297345,0.1054838
2143.0,80.52063,0.109085,0.10620199
2144.0,80.10013,0.107157975,0.09940322
2145.0,78.04423,0.10825702,0.09819218
2146.0,77.59064,0.11108182,0.098170266
2147.0,81.179146,0.115498714,0.11361753
2148.0,79.82504,0.119725525,0.11621656
2149.0,78.472534,0.12272175,0.117268905
2150.0,80.389786,0.1239313,0.12594855
2151.0,80.044556,0.12334749,0.12012872
2152.0,79.33279,0.12126227,0.12544824
2153.0,78.902824,0.11798599,0.11639057
2154.0,78.276886,0.1154115,0.11051253
2155.0,78.665,0.112795554,0.11868619
2156.0,79.036446,0.11083558,0.1143308
2157.0,77.63425,0.11000192,0.10322825
2158.0,78.78165,0.109275326,0.10318008
2159.0,79.73355,0.108226925,0.10076368
2160.0,79.46806,0.10850584,0.11199831
2161.0,81.46812,0.107185386,0.111938044
2162.0,80.38918,0.10588804,0.1068439
2163.0,80.19355,0.10349925,0.101481825
2164.0,82.0518,0.10183199,0.09959952
2165.0,77.89613,0.10309985,0.09253383
2166.0,79.18105,0.104166605,0.10617519
2167.0,79.14475,0.10494018,0.1027067
2168.0,77.39603,0.10644429,0.09669357
2169.0,76.81957,0.109800376,0.10376023
2170.0,78.45814,0.111395516,0.10123023
2171.0,79.46665,0.11207676,0.10861843
2172.0,80.258965,0.11035026,0.11133277
2173.0,78.51581,0.109778754,0.11275071
2174.0,78.09148,0.10905754,0.103746995
2175.0,79.06061,0.10904716,0.10788172
2176.0,78.683624,0.10885695,0.1014018
2177.0,80.27484,0.1075883,0.10550374
2178.0,80.26305,0.10748439,0.10121335
2179.0,78.02312,0.10949544,0.10412331
2180.0,79.08019,0.11109137,0.11158429
2181.0,79.277176,0.111653745,0.1102535
2182.0,79.675766,0.11172815,0.103739016
2183.0,77.828354,0.10936642,0.10649314
2184.0,79.960205,0.109656595,0.10854963
2185.0,79.38593,0.10996079,0.10613764
2186.0,79.11987,0.11136262,0.10779947
2187.0,77.89809,0.11193171,0.10732968
2188.0,79.25546,0.111937925,0.10720841
2189.0,78.36833,0.11255587,0.107976
2190.0,77.24286,0.11515334,0.10484074
2191.0,77.03925,0.11712652,0.11073768
2192.0,78.12396,0.116643876,0.10972682
2193.0,80.201965,0.115567446,0.11659204
2194.0,77.75459,0.11575949,0.105220266
2195.0,79.04814,0.11435245,0.114193104
2196.0,80.3115,0.11208377,0.11225915
2197.0,81.313484,0.11034416,0.108640924
2198.0,79.1145,0.10941524,0.10901481
2199.0,79.193,0.10792578,0.10831007
2200.0,78.026474,0.1075895,0.10394426
2201.0,78.98521,0.11129864,0.109402664
2202.0,78.61357,0.11243035,0.111183554
2203.0,77.640915,0.10938528,0.10528183
2204.0,79.189514,0.11009016,0.10917459
2205.0,80.445076,0.110927604,0.11009252
2206.0,78.99384,0.11050601,0.10923594
2207.0,78.33511,0.11247685,0.11216828
2208.0,80.60329,0.11477452,0.119632944
2209.0,79.54789,0.11581577,0.11703642
2210.0,76.14795,0.11789313,0.111529
2211.0,79.00253,0.120214276,0.11609537
2212.0,79.345,0.12037747,0.11744875
2213.0,78.11244,0.121635556,0.11302801
2214.0,76.04609,0.12434641,0.1132026
2215.0,79.04718,0.12291833,0.12003716
2216.0,78.41855,0.12234676,0.11528693
2217.0,78.45438,0.122573875,0.12298525
2218.0,78.08943,0.12031653,0.12032109
2219.0,77.65972,0.11758005,0.11914489
2220.0,78.55024,0.117005154,0.11468158
2221.0,77.51288,0.11576651,0.11680308
2222.0,77.93942,0.1159085,0.11525452
2223.0,79.548874,0.11768207,0.11081539
2224.0,77.14855,0.117297955,0.11027374
2225.0,77.26727,0.11660818,0.11126568
2226.0,76.89738,0.11466109,0.11183684
2227.0,77.82025,0.111777976,0.10916008
2228.0,76.9368,0.10857757,0.105100244
2229.0,78.35448,0.1088727,0.10708517
2230.0,79.57939,0.109289736,0.106999524
2231.0,79.135284,0.1104424,0.11263201
2232.0,79.28093,0.10981254,0.116707124
2233.0,79.39084,0.10838199,0.11024628
2234.0,77.94141,0.10819205,0.110993944
2235.0,77.866425,0.10822215,0.1091559
2236.0,79.54372,0.10847914,0.10506149
2237.0,77.18359,0.10479263,0.09723769
2238.0,76.51419,0.10257434,0.09745661
2239.0,76.77718,0.10626316,0.103553645
2240.0,79.06737,0.10733286,0.09856206
2241.0,78.157906,0.106533535,0.103787564
2242.0,78.18411,0.10723536,0.10724549
2243.0,78.261,0.10660208,0.10351681
2244.0,78.04403,0.108309746,0.103290305
2245.0,76.95517,0.11117417,0.10697466
2246.0,76.348495,0.11208959,0.11023402
2247.0,79.96669,0.11275856,0.11321136
2248.0,77.56548,0.113335125,0.116976865
2249.0,77.82389,0.1153195,0.10911443
2250.0,77.68072,0.11952235,0.12197366
2251.0,76.5164,0.1230302,0.12139607
2252.0,79.75052,0.12331146,0.12706962
2253.0,77.30234,0.12058849,0.11855769
2254.0,78.65518,0.11875712,0.110890925
2255.0,78.71241,0.11851772,0.1152951
2256.0,79.25918,0.11813975,0.11724101
2257.0,78.56932,0.116139516,0.11311693
2258.0,78.98025,0.11371086,0.115756206
2259.0,78.21622,0.11291341,0.10612463
2260.0,76.15184,0.11510752,0.1125473
2261.0,78.04196,0.11830705,0.1249061
2262.0,80.52765,0.11839849,0.11774976
2263.0,80.54225,0.11669785,0.117950894
2264.0,78.15463,0.11553487,0.10815344
2265.0,77.78405,0.11342698,0.11481945
2266.0,78.39998,0.11235467,0.110470936
2267.0,77.09444,0.11135993,0.10889248
2268.0,76.7032,0.1122172,0.10408886
2269.0,77.100716,0.11218813,0.10509313
2270.0,77.111435,0.10973824,0.107862696
2271.0,78.50229,0.10817758,0.116719365
2272.0,77.51547,0.109245196,0.11224986
2273.0,75.337616,0.1131574,0.1063048
2274.0,77.332954,0.114827685,0.112560906
2275.0,76.94582,0.11345585,0.10469755
2276.0,77.72818,0.1130487,0.106519
2277.0,76.43524,0.112751484,0.10384241
2278.0,76.65883,0.11033779,0.10905543
2279.0,76.91356,0.10764499,0.106438465
2280.0,76.77111,0.107078336,0.10227972
2281.0,77.52081,0.108352944,0.10562001
2282.0,76.68033,0.110118374,0.10418725
2283.0,75.872635,0.11035939,0.10175012
2284.0,76.727264,0.110823974,0.11105776
2285.0,79.28671,0.11112164,0.11327722
2286.0,76.70858,0.111569576,0.10828962
2287.0,76.70762,0.11118414,0.11173312
2288.0,78.53784,0.11045732,0.10775353
2289.0,78.07997,0.10701428,0.09710974
2290.0,75.44823,0.10674684,0.09777931
2291.0,77.37488,0.104965515,0.10183094
2292.0,77.88608,0.10321486,0.10343328
2293.0,77.274864,0.10297473,0.096515976
2294.0,76.12768,0.10259503,0.09604424
2295.0,77.85083,0.10355729,0.100566566
2296.0,75.9043,0.100528404,0.093967445
2297.0,75.173096,0.10092946,0.0974501
2298.0,76.40126,0.10253703,0.09649665
2299.0,78.214355,0.1020982,0.09854541
2300.0,78.16899,0.10350863,0.10126455
2301.0,76.49587,0.10340491,0.09919447
2302.0,75.96696,0.10226396,0.09482159
2303.0,77.141624,0.10114285,0.093127705
2304.0,76.66254,0.10157002,0.099705115
2305.0,78.50535,0.1016817,0.09353125
2306.0,78.188194,0.102410585,0.098084226
2307.0,76.063354,0.10193077,0.09461518
2308.0,75.02329,0.102012165,0.09119472
2309.0,76.43567,0.10230804,0.09433371
2310.0,78.097565,0.10268705,0.095006585
2311.0,78.468025,0.10293471,0.0974562
2312.0,76.41646,0.10058296,0.093571715
2313.0,77.463936,0.098598,0.10007818
2314.0,77.1933,0.09797449,0.09244594
2315.0,76.601166,0.09848167,0.08921373
2316.0,76.3067,0.09669232,0.095008165
2317.0,75.82185,0.096869975,0.09685753
2318.0,76.425156,0.09897627,0.09601433
2319.0,78.615875,0.09881876,0.09946949
2320.0,76.92011,0.09799123,0.093723945
2321.0,76.739044,0.1004418,0.09592304
2322.0,75.63654,0.10340039,0.09621025
2323.0,77.481705,0.10238442,0.09987268
2324.0,76.54362,0.10259965,0.105614625
2325.0,76.92108,0.10384709,0.09947312
2326.0,78.28484,0.103269264,0.10588891
2327.0,76.01738,0.10190065,0.09674089
2328.0,76.38762,0.0999187,0.08837521
2329.0,75.99582,0.09780007,0.09775759
2330.0,76.56889,0.09438031,0.09168531
2331.0,75.7306,0.09337661,0.089438304
2332.0,75.53379,0.09609011,0.09294108
2333.0,75.523834,0.09850102,0.09137418
2334.0,75.963165,0.10163721,0.09398008
2335.0,76.56907,0.104177356,0.10480904
2336.0,76.85104,0.1056058,0.100859076
2337.0,75.38618,0.10642733,0.10391797
2338.0,76.679886,0.10652089,0.10638684
2339.0,77.898636,0.10587899,0.10107478
2340.0,76.89775,0.1049595,0.09784109
2341.0,76.831856,0.1047831,0.09961995
2342.0,76.205215,0.105742045,0.09818879
2343.0,75.20038,0.10565119,0.10026726
2344.0,75.36505,0.105151795,0.09441203
2345.0,77.02905,0.104146525,0.09885812
2346.0,76.913155,0.101709306,0.097822845
2347.0,77.155045,0.096644446,0.09517859
2348.0,76.07936,0.09389447,0.09306688
2349.0,75.78615,0.096273266,0.09507236
2350.0,76.4021,0.09957501,0.09190756
2351.0,75.61524,0.10002179,0.09553604
2352.0,74.329544,0.102593035,0.09188732
2353.0,76.83144,0.10203107,0.09614772
2354.0,77.86873,0.09951861,0.10030211
2355.0,77.41005,0.10084922,0.101958066
2356.0,74.18822,0.10107153,0.094827235
2357.0,74.99025,0.10080497,0.09657289
2358.0,76.725235,0.09893888,0.09464895
2359.0,76.08901,0.09744962,0.09605016
2360.0,76.5338,0.09720543,0.09426947
2361.0,76.58762,0.09733914,0.093248785
2362.0,76.80643,0.098628715,0.093893245
2363.0,72.72808,0.099446595,0.093929455
2364.0,75.340645,0.099621944,0.097611345
2365.0,74.61449,0.10112201,0.09301697
2366.0,74.60049,0.099140614,0.088689774
2367.0,74.30153,0.09585561,0.09243158
2368.0,74.837845,0.09556443,0.086457156
2369.0,75.37222,0.09602245,0.086808056
2370.0,75.59307,0.09589406,0.0949605
2371.0,75.46541,0.094458625,0.09086161
2372.0,77.22435,0.09192975,0.08739796
2373.0,77.376,0.09211725,0.09200729
2374.0,76.536964,0.093413286,0.092204794
2375.0,77.51514,0.093853444,0.091639705
2376.0,76.93254,0.095207274,0.09431938
2377.0,76.69911,0.094908915,0.09499461
2378.0,76.8259,0.09409187,0.093550116
2379.0,74.7325,0.09553133,0.09238351
2380.0,75.240166,0.09896712,0.09532931
2381.0,76.58816,0.09899371,0.09450745
2382.0,75.44644,0.09910539,0.09469756
2383.0,77.89561,0.100409694,0.10148543
2384.0,74.44141,0.10139716,0.09942436
2385.0,74.77022,0.10010681,0.09422148
2386.0,76.45119,0.09982741,0.09308887
2387.0,75.84215,0.10072054,0.09709673
2388.0,76.76834,0.10072645,0.10043387
2389.0,76.623436,0.100847006,0.09810907
2390.0,75.75429,0.10244364,0.098545946
2391.0,75.37952,0.10330615,0.10094552
2392.0,75.161,0.10275904,0.10090354
2393.0,77.48688,0.10198861,0.10590941
2394.0,76.367676,0.10059686,0.09948847
2395.0,75.764175,0.09957322,0.1001289
2396.0,75.090866,0.10079227,0.09576966
2397.0,74.96369,0.10127135,0.10020839
2398.0,75.62928,0.10152093,0.0979097
2399.0,76.45668,0.103052385,0.09929625
2400.0,75.78389,0.10513273,0.09972432
2401.0,75.26592,0.10741695,0.10705857
2402.0,76.68071,0.10579779,0.10334343
2403.0,77.880455,0.10104281,0.1006993
2404.0,77.101,0.10118919,0.0986371
2405.0,75.00185,0.101092994,0.095085815
2406.0,76.1596,0.0988089,0.09924598
2407.0,75.69235,0.09704555,0.091646925
2408.0,73.97012,0.09676961,0.093048155
2409.0,75.638855,0.097281225,0.09591489
2410.0,74.42179,0.09585919,0.09496009
2411.0,75.49799,0.09502211,0.09512753
2412.0,77.15699,0.09583366,0.09460162
2413.0,77.13426,0.095155455,0.09970873
2414.0,75.98362,0.097391784,0.09528137
2415.0,74.63812,0.09930423,0.0907815
2416.0,74.61665,0.09895699,0.09220414
2417.0,75.30833,0.100185305,0.09580265
2418.0,74.34374,0.100799866,0.09482289
2419.0,75.55089,0.09930045,0.09559245
2420.0,76.46716,0.09665767,0.093388095
2421.0,74.542465,0.09629542,0.090824015
2422.0,74.26987,0.096705616,0.09152198
2423.0,75.71359,0.09854287,0.09963615
2424.0,76.33341,0.10115093,0.10283235
2425.0,76.58328,0.10231786,0.09959267
2426.0,76.24539,0.10301404,0.102714315
2427.0,74.599815,0.10284687,0.10278625
2428.0,75.42193,0.101352945,0.0956901
2429.0,75.54223,0.099935636,0.0980051
2430.0,76.75414,0.10056374,0.09737972
2431.0,76.23841,0.10169106,0.10375648
2432.0,77.01702,0.10205016,0.10244424
2433.0,76.98026,0.10324977,0.103152044
2434.0,75.32403,0.105121985,0.10076008
2435.0,74.834816,0.10450073,0.10104716
2436.0,75.07201,0.102445126,0.092186145
2437.0,74.78064,0.10094826,0.09593072
2438.0,74.01817,0.10110615,0.09600358
2439.0,75.1149,0.10197746,0.0981105
2440.0,75.05327,0.10337931,0.100317165
2441.0,75.47007,0.102591045,0.09910116
2442.0,76.39344,0.10079349,0.10106746
2443.0,76.34156,0.098804064,0.09499344
2444.0,75.146454,0.09689013,0.091477334
2445.0,75.22149,0.0971509,0.09329047
2446.0,75.52938,0.09881719,0.094991475
2447.0,75.56641,0.099940024,0.09479779
2448.0,75.05405,0.10188304,0.097787894
2449.0,75.165375,0.103845775,0.101724334
2450.0,75.665634,0.104397886,0.103726685
2451.0,75.632034,0.103940934,0.10028844
2452.0,75.81739,0.10434787,0.098326
2453.0,77.08324,0.105291545,0.10503184
2454.0,76.95088,0.10544004,0.10227646
2455.0,75.53799,0.107280865,0.10114649
2456.0,75.39303,0.11024387,0.107773826
2457.0,73.98544,0.110773124,0.103162065
2458.0,74.95335,0.10994096,0.10575949
2459.0,75.82144,0.109810546,0.1059746
2460.0,75.1954,0.11013546,0.107436344
2461.0,76.01876,0.10868987,0.11203155
2462.0,75.5347,0.10681902,0.10232864
2463.0,74.59673,0.10580971,0.10328274
2464.0,75.49067,0.1050345,0.10499882
2465.0,75.355354,0.1043217,0.100178204
2466.0,74.46773,0.10422831,0.10236464
2467.0,74.7623,0.105438784,0.10673232
2468.0,76.68307,0.105353005,0.1049931
2469.0,73.56734,0.103787884,0.09692153
2470.0,74.81058,0.10227256,0.09610304
2471.0,75.91014,0.10174722,0.09993296
2472.0,74.86525,0.102199994,0.09593155
2473.0,74.731155,0.103105806,0.09707669
2474.0,73.31949,0.10351775,0.09596261
2475.0,74.07027,0.10193941,0.09275689
2476.0,75.1022,0.09848012,0.09471088
2477.0,75.95366,0.097414345,0.09738496
2478.0,73.84615,0.09747832,0.09148802
2479.0,74.89237,0.09759335,0.10176567
2480.0,71.84104,0.097091876,0.08857646
2481.0,73.39128,0.096906796,0.08670507
2482.0,73.685814,0.09634548,0.08871332
2483.0,75.657196,0.09564612,0.09048334
2484.0,76.003876,0.09739515,0.08971931
2485.0,75.392456,0.099316455,0.098354526
2486.0,75.88409,0.0993821,0.09797795
2487.0,75.08885,0.09932568,0.09709025
2488.0,75.68605,0.09881089,0.09506154
2489.0,74.89994,0.09677517,0.090796046
2490.0,74.71007,0.09627458,0.09194349
2491.0,75.1363,0.09663712,0.088856496
2492.0,72.87181,0.09819214,0.093922846
2493.0,73.80761,0.09974693,0.09621407
2494.0,74.95525,0.09963975,0.09877095
2495.0,76.877014,0.097601034,0.09906057
2496.0,73.67049,0.096365735,0.089297876
2497.0,76.22977,0.09788474,0.0948413
2498.0,75.77103,0.09827069,0.095815524
2499.0,74.93091,0.09755098,0.09545734
2500.0,75.15301,0.09589581,0.09506671
2501.0,74.78984,0.09805232,0.09168599
2502.0,75.796555,0.09954073,0.09198254
2503.0,74.78432,0.10035431,0.089961894
2504.0,75.01792,0.101550214,0.09567923
2505.0,73.88789,0.10229225,0.09301392
2506.0,74.76233,0.10170484,0.09674576
2507.0,74.29822,0.10165454,0.0940059
2508.0,73.44857,0.09997739,0.09988136
2509.0,74.69393,0.09889636,0.09668007
2510.0,75.034035,0.100981034,0.09611504
2511.0,75.81832,0.10248595,0.09675439
2512.0,73.96269,0.1018571,0.09831918
2513.0,75.46442,0.10140034,0.099422045
2514.0,75.32819,0.10271694,0.10022261
2515.0,74.91606,0.10492796,0.10019004
2516.0,74.65475,0.105430156,0.10070259
2517.0,75.05218,0.105026744,0.10331882
2518.0,75.157394,0.10387913,0.099385716
2519.0,75.038124,0.10076545,0.09876532
2520.0,74.747894,0.098054215,0.09605724
2521.0,73.710945,0.09527614,0.08909162
2522.0,74.44786,0.09342857,0.09416092
2523.0,73.55487,0.092668824,0.08746081
2524.0,73.04676,0.09302009,0.08605872
2525.0,74.21461,0.09520635,0.095993035
2526.0,74.011284,0.09901404,0.095756106
2527.0,74.00598,0.10201304,0.09486196
2528.0,74.16712,0.1020224,0.09420499
2529.0,73.561966,0.100403845,0.095910676
2530.0,73.93947,0.09768538,0.09488223
2531.0,73.502075,0.09797351,0.09315567
2532.0,75.36487,0.10015786,0.10174864
2533.0,74.351425,0.100713514,0.10074903
2534.0,72.78475,0.101312146,0.10080889
2535.0,73.918144,0.10067652,0.1001168
2536.0,73.17323,0.09982021,0.09751845
2537.0,75.31654,0.099984944,0.09358347
2538.0,76.33935,0.10089312,0.10292514
2539.0,74.510315,0.099839784,0.0941623
2540.0,73.99328,0.09595408,0.09363327
2541.0,74.72919,0.093344174,0.09000603
2542.0,76.75812,0.09359676,0.08949371
2543.0,76.93294,0.09406592,0.09108774
2544.0,74.439514,0.09613637,0.09375423
2545.0,74.089386,0.097522244,0.0929428
2546.0,72.87136,0.09702007,0.08913797
2547.0,73.31755,0.09700962,0.09315365
2548.0,76.03102,0.098411314,0.09859167
2549.0,76.53914,0.099666126,0.09737746
2550.0,75.17639,0.10021167,0.100342676
2551.0,72.76439,0.10140195,0.09628089
2552.0,72.90076,0.104279496,0.100324996
2553.0,73.82541,0.10500892,0.098399945
2554.0,73.3984,0.103993855,0.101530015
2555.0,74.96648,0.10247678,0.094885945
2556.0,74.08832,0.10082444,0.096412
2557.0,73.75083,0.1012045,0.10189211
2558.0,73.73933,0.103260495,0.097147174
2559.0,73.872986,0.10300952,0.10003665
2560.0,73.922485,0.10280804,0.100267544
2561.0,74.7263,0.10019316,0.09624085
2562.0,75.75668,0.09707675,0.094191685
2563.0,71.64426,0.09682265,0.09312013
2564.0,74.12912,0.09798722,0.09629075
2565.0,73.79432,0.097936116,0.085891955
2566.0,72.99882,0.098159604,0.088336974
2567.0,73.361115,0.0995135,0.09763189
2568.0,75.72801,0.10132499,0.09605024
2569.0,73.63724,0.10391246,0.09400537
2570.0,73.54357,0.103920184,0.10692301
2571.0,74.596115,0.10383629,0.10533189
2572.0,73.77615,0.10240606,0.09843445
2573.0,73.94611,0.10004196,0.091637366
2574.0,72.66929,0.09687168,0.09020956
2575.0,71.94775,0.09482211,0.08635753
2576.0,74.96034,0.09469071,0.09045897
2577.0,74.94592,0.09400622,0.09544957
2578.0,73.4942,0.09373931,0.08789097
2579.0,72.366425,0.09232373,0.08219193
2580.0,73.33462,0.08938683,0.087398544
2581.0,73.65651,0.08715617,0.0835199
2582.0,74.25957,0.088751435,0.086868994
2583.0,73.5804,0.08952808,0.08872609
2584.0,73.48224,0.0890349,0.08493246
2585.0,73.99423,0.09059152,0.087814696
2586.0,73.93819,0.093708284,0.09112173
2587.0,73.72462,0.09549131,0.0937031
2588.0,73.1767,0.09520204,0.09221421
2589.0,75.02647,0.09362223,0.09338598
2590.0,74.81818,0.093733184,0.09335198
2591.0,73.32407,0.093515076,0.09472677
2592.0,75.314285,0.092932634,0.09400214
2593.0,74.661156,0.091193154,0.09117924
2594.0,73.38909,0.09079687,0.091269135
2595.0,71.61637,0.09194464,0.08712225
2596.0,74.13018,0.0918213,0.087329574
2597.0,74.61182,0.089019775,0.08696498
2598.0,75.36527,0.08601074,0.0832897
2599.0,74.39954,0.08816437,0.08594993
2600.0,75.25532,0.091044456,0.091274954
2601.0,73.41139,0.090025716,0.08323045
2602.0,72.81668,0.08747449,0.0861069
2603.0,73.19074,0.091176815,0.089520365
2604.0,73.15442,0.09441286,0.08935009
2605.0,71.706635,0.09378052,0.0866134
2606.0,72.00946,0.09178087,0.087878145
2607.0,74.15096,0.09118934,0.08748607
2608.0,73.20848,0.092289604,0.08880904
2609.0,71.53146,0.09185708,0.08547246
2610.0,74.095985,0.09104922,0.09137062
2611.0,73.591446,0.090369225,0.08759123
2612.0,73.17863,0.08799359,0.08298181
2613.0,74.911545,0.08680894,0.0899492
2614.0,74.71824,0.08821651,0.08895721
2615.0,74.996994,0.09013679,0.090781115
2616.0,72.83292,0.09079617,0.0858456
2617.0,73.83346,0.0904125,0.09041271
2618.0,72.511444,0.089569464,0.08423662
2619.0,72.77821,0.089992024,0.08404107
2620.0,74.22955,0.090898424,0.08688072
2621.0,70.86693,0.09165922,0.086204484
2622.0,75.02716,0.0914329,0.08554282
2623.0,76.43021,0.09028046,0.09146433
2624.0,72.42998,0.08951886,0.08480804
2625.0,71.29631,0.08892087,0.085534796
2626.0,71.25556,0.09070581,0.08627204
2627.0,73.252914,0.09323519,0.09288373
2628.0,74.03458,0.094017535,0.09357059
2629.0,72.55477,0.09424825,0.087181404
2630.0,74.97978,0.09401931,0.09135861
2631.0,72.70906,0.09144221,0.08538552
2632.0,73.71376,0.08846977,0.08373406
2633.0,72.67253,0.08650263,0.08108457
2634.0,73.08249,0.086807944,0.084128864
2635.0,74.28878,0.08558326,0.08343654
2636.0,73.53715,0.08657397,0.08778019
2637.0,73.671036,0.088706784,0.08711311
2638.0,72.496994,0.088517964,0.08323553
2639.0,74.40045,0.08794197,0.08904652
2640.0,73.025856,0.08846497,0.085774735
2641.0,71.864204,0.09013163,0.087010816
2642.0,74.03987,0.090654135,0.08681337
2643.0,73.87694,0.08943823,0.09066619
2644.0,73.409164,0.08812048,0.07999295
